guid/image/axis,value
e024982a-233f-45b4-a6ec-505f5b0c2649/0051/z,8.18083667755127
e024982a-233f-45b4-a6ec-505f5b0c2649/0045/x,0.141177698969841
e024982a-233f-45b4-a6ec-505f5b0c2649/0045/y,-1.193455696105957
e024982a-233f-45b4-a6ec-505f5b0c2649/0045/z,8.080838203430176
e024982a-233f-45b4-a6ec-505f5b0c2649/0020/x,1.081485629081726
e024982a-233f-45b4-a6ec-505f5b0c2649/0020/y,-1.69697105884552
e024982a-233f-45b4-a6ec-505f5b0c2649/0020/z,11.44123363494873
e024982a-233f-45b4-a6ec-505f5b0c2649/0034/x,1.0476804971694946
e024982a-233f-45b4-a6ec-505f5b0c2649/0034/y,-1.5423659086227417
e024982a-233f-45b4-a6ec-505f5b0c2649/0034/z,11.511889457702637
e024982a-233f-45b4-a6ec-505f5b0c2649/0015/x,1.2943105697631836
e024982a-233f-45b4-a6ec-505f5b0c2649/0015/y,-1.6318904161453247
e024982a-233f-45b4-a6ec-505f5b0c2649/0015/z,11.539158821105957
e024982a-233f-45b4-a6ec-505f5b0c2649/0001/x,1.135575771331787
e024982a-233f-45b4-a6ec-505f5b0c2649/0001/y,-1.4280105829238892
e024982a-233f-45b4-a6ec-505f5b0c2649/0001/z,8.743549346923828
e024982a-233f-45b4-a6ec-505f5b0c2649/0057/x,0.5497384667396545
e024982a-233f-45b4-a6ec-505f5b0c2649/0057/y,-1.2244144678115845
e024982a-233f-45b4-a6ec-505f5b0c2649/0057/z,8.273483276367188
e024982a-233f-45b4-a6ec-505f5b0c2649/0043/x,-0.14020906388759613
e024982a-233f-45b4-a6ec-505f5b0c2649/0043/y,-1.2425930500030518
e024982a-233f-45b4-a6ec-505f5b0c2649/0043/z,8.025436401367188
e024982a-233f-45b4-a6ec-505f5b0c2649/0039/x,1.0477288961410522
e024982a-233f-45b4-a6ec-505f5b0c2649/0039/y,-1.5424079895019531
e024982a-233f-45b4-a6ec-505f5b0c2649/0039/z,11.51221752166748
e024982a-233f-45b4-a6ec-505f5b0c2649/0062/x,0.34631669521331787
e024982a-233f-45b4-a6ec-505f5b0c2649/0062/y,-1.2212135791778564
e024982a-233f-45b4-a6ec-505f5b0c2649/0062/z,8.262785911560059
e024982a-233f-45b4-a6ec-505f5b0c2649/0018/x,1.090127944946289
e024982a-233f-45b4-a6ec-505f5b0c2649/0018/y,-1.6279242038726807
e024982a-233f-45b4-a6ec-505f5b0c2649/0018/z,11.531682014465332
e024982a-233f-45b4-a6ec-505f5b0c2649/0076/x,0.35555148124694824
e024982a-233f-45b4-a6ec-505f5b0c2649/0076/y,-1.1269947290420532
e024982a-233f-45b4-a6ec-505f5b0c2649/0076/z,7.271362781524658
e024982a-233f-45b4-a6ec-505f5b0c2649/0031/x,1.174987554550171
e024982a-233f-45b4-a6ec-505f5b0c2649/0031/y,-1.551275610923767
e024982a-233f-45b4-a6ec-505f5b0c2649/0031/z,11.56688117980957
e024982a-233f-45b4-a6ec-505f5b0c2649/0082/x,0.2771371304988861
e024982a-233f-45b4-a6ec-505f5b0c2649/0082/y,-1.1691768169403076
e024982a-233f-45b4-a6ec-505f5b0c2649/0082/z,7.2135443687438965
e024982a-233f-45b4-a6ec-505f5b0c2649/0025/x,1.0930349826812744
e024982a-233f-45b4-a6ec-505f5b0c2649/0025/y,-1.549668788909912
e024982a-233f-45b4-a6ec-505f5b0c2649/0025/z,11.562725067138672
e024982a-233f-45b4-a6ec-505f5b0c2649/0004/x,1.1685694456100464
e024982a-233f-45b4-a6ec-505f5b0c2649/0004/y,-1.6829971075057983
e024982a-233f-45b4-a6ec-505f5b0c2649/0004/z,11.917989730834961
e024982a-233f-45b4-a6ec-505f5b0c2649/0010/x,1.1621196269989014
e024982a-233f-45b4-a6ec-505f5b0c2649/0010/y,-1.6161614656448364
e024982a-233f-45b4-a6ec-505f5b0c2649/0010/z,11.44068431854248
e024982a-233f-45b4-a6ec-505f5b0c2649/0046/x,0.1415414661169052
e024982a-233f-45b4-a6ec-505f5b0c2649/0046/y,-1.1976267099380493
e024982a-233f-45b4-a6ec-505f5b0c2649/0046/z,8.109113693237305
e024982a-233f-45b4-a6ec-505f5b0c2649/0052/x,0.48873263597488403
e024982a-233f-45b4-a6ec-505f5b0c2649/0052/y,-1.3345584869384766
e024982a-233f-45b4-a6ec-505f5b0c2649/0052/z,8.225364685058594
e024982a-233f-45b4-a6ec-505f5b0c2649/0028/x,1.093403697013855
e024982a-233f-45b4-a6ec-505f5b0c2649/0028/y,-1.5500868558883667
e024982a-233f-45b4-a6ec-505f5b0c2649/0028/z,11.565776824951172
e024982a-233f-45b4-a6ec-505f5b0c2649/0073/x,0.450808584690094
e024982a-233f-45b4-a6ec-505f5b0c2649/0073/y,-1.1629066467285156
e024982a-233f-45b4-a6ec-505f5b0c2649/0073/z,7.165797233581543
e024982a-233f-45b4-a6ec-505f5b0c2649/0009/x,1.2119810581207275
e024982a-233f-45b4-a6ec-505f5b0c2649/0009/y,-1.6295429468154907
e024982a-233f-45b4-a6ec-505f5b0c2649/0009/z,11.53129768371582
e024982a-233f-45b4-a6ec-505f5b0c2649/0067/x,0.8493418097496033
e024982a-233f-45b4-a6ec-505f5b0c2649/0067/y,-0.9416677355766296
e024982a-233f-45b4-a6ec-505f5b0c2649/0067/z,5.7516703605651855
e024982a-233f-45b4-a6ec-505f5b0c2649/0002/x,1.0740978717803955
e024982a-233f-45b4-a6ec-505f5b0c2649/0002/y,-1.4274457693099976
e024982a-233f-45b4-a6ec-505f5b0c2649/0002/z,8.74764633178711
e024982a-233f-45b4-a6ec-505f5b0c2649/0078/x,0.30577877163887024
e024982a-233f-45b4-a6ec-505f5b0c2649/0078/y,-1.2352302074432373
e024982a-233f-45b4-a6ec-505f5b0c2649/0078/z,7.296565055847168
e024982a-233f-45b4-a6ec-505f5b0c2649/0016/x,1.2097727060317993
e024982a-233f-45b4-a6ec-505f5b0c2649/0016/y,-1.5442878007888794
e024982a-233f-45b4-a6ec-505f5b0c2649/0016/z,11.510306358337402
e024982a-233f-45b4-a6ec-505f5b0c2649/0084/x,0.22712206840515137
e024982a-233f-45b4-a6ec-505f5b0c2649/0084/y,-1.1712902784347534
e024982a-233f-45b4-a6ec-505f5b0c2649/0084/z,7.228036403656006
e024982a-233f-45b4-a6ec-505f5b0c2649/0037/x,1.0839403867721558
e024982a-233f-45b4-a6ec-505f5b0c2649/0037/y,-1.7660489082336426
e024982a-233f-45b4-a6ec-505f5b0c2649/0037/z,11.910416603088379
e024982a-233f-45b4-a6ec-505f5b0c2649/0023/x,1.124496340751648
e024982a-233f-45b4-a6ec-505f5b0c2649/0023/y,-1.7644696235656738
e024982a-233f-45b4-a6ec-505f5b0c2649/0023/z,11.896059036254883
e024982a-233f-45b4-a6ec-505f5b0c2649/0059/x,0.6072618961334229
e024982a-233f-45b4-a6ec-505f5b0c2649/0059/y,-1.2241284847259521
e024982a-233f-45b4-a6ec-505f5b0c2649/0059/z,8.267528533935547
e024982a-233f-45b4-a6ec-505f5b0c2649/0075/x,0.3787352442741394
e024982a-233f-45b4-a6ec-505f5b0c2649/0075/y,-1.171934962272644
e024982a-233f-45b4-a6ec-505f5b0c2649/0075/z,7.225911617279053
e024982a-233f-45b4-a6ec-505f5b0c2649/0061/x,0.4332864284515381
e024982a-233f-45b4-a6ec-505f5b0c2649/0061/y,-1.2223656177520752
e024982a-233f-45b4-a6ec-505f5b0c2649/0061/z,8.266535758972168
e024982a-233f-45b4-a6ec-505f5b0c2649/0040/x,0.6646381616592407
e024982a-233f-45b4-a6ec-505f5b0c2649/0040/y,-1.1031603813171387
e024982a-233f-45b4-a6ec-505f5b0c2649/0040/z,6.778646945953369
e024982a-233f-45b4-a6ec-505f5b0c2649/0054/x,0.4904669523239136
e024982a-233f-45b4-a6ec-505f5b0c2649/0054/y,-1.2803441286087036
e024982a-233f-45b4-a6ec-505f5b0c2649/0054/z,8.255992889404297
e024982a-233f-45b4-a6ec-505f5b0c2649/0024/x,1.130695104598999
e024982a-233f-45b4-a6ec-505f5b0c2649/0024/y,-1.6031005382537842
e024982a-233f-45b4-a6ec-505f5b0c2649/0024/z,11.961420059204102
e024982a-233f-45b4-a6ec-505f5b0c2649/0030/x,1.1298381090164185
e024982a-233f-45b4-a6ec-505f5b0c2649/0030/y,-1.5449007749557495
e024982a-233f-45b4-a6ec-505f5b0c2649/0030/z,11.523223876953125
e024982a-233f-45b4-a6ec-505f5b0c2649/0083/x,0.2261989563703537
e024982a-233f-45b4-a6ec-505f5b0c2649/0083/y,-1.2179927825927734
e024982a-233f-45b4-a6ec-505f5b0c2649/0083/z,7.197373867034912
e024982a-233f-45b4-a6ec-505f5b0c2649/0011/x,1.2001495361328125
e024982a-233f-45b4-a6ec-505f5b0c2649/0011/y,-1.6954481601715088
e024982a-233f-45b4-a6ec-505f5b0c2649/0011/z,11.418675422668457
e024982a-233f-45b4-a6ec-505f5b0c2649/0005/x,1.1294714212417603
e024982a-233f-45b4-a6ec-505f5b0c2649/0005/y,-1.5443676710128784
e024982a-233f-45b4-a6ec-505f5b0c2649/0005/z,11.519229888916016
e024982a-233f-45b4-a6ec-505f5b0c2649/0053/x,0.5200115442276001
e024982a-233f-45b4-a6ec-505f5b0c2649/0053/y,-1.1645913124084473
e024982a-233f-45b4-a6ec-505f5b0c2649/0053/z,8.270123481750488
e024982a-233f-45b4-a6ec-505f5b0c2649/0029/x,1.1112853288650513
e024982a-233f-45b4-a6ec-505f5b0c2649/0029/y,-1.6595489978790283
e024982a-233f-45b4-a6ec-505f5b0c2649/0029/z,11.755918502807617
e024982a-233f-45b4-a6ec-505f5b0c2649/0047/x,0.11335553228855133
e024982a-233f-45b4-a6ec-505f5b0c2649/0047/y,-1.256412386894226
e024982a-233f-45b4-a6ec-505f5b0c2649/0047/z,8.115117073059082
e024982a-233f-45b4-a6ec-505f5b0c2649/0066/x,0.9032418727874756
e024982a-233f-45b4-a6ec-505f5b0c2649/0066/y,-1.0014374256134033
e024982a-233f-45b4-a6ec-505f5b0c2649/0066/z,6.116728782653809
e024982a-233f-45b4-a6ec-505f5b0c2649/0072/x,0.4724520146846771
e024982a-233f-45b4-a6ec-505f5b0c2649/0072/y,-1.1038172245025635
e024982a-233f-45b4-a6ec-505f5b0c2649/0072/z,7.114500045776367
e024982a-233f-45b4-a6ec-505f5b0c2649/0008/x,1.327216386795044
e024982a-233f-45b4-a6ec-505f5b0c2649/0008/y,-1.6228692531585693
e024982a-233f-45b4-a6ec-505f5b0c2649/0008/z,11.470763206481934
e024982a-233f-45b4-a6ec-505f5b0c2649/0017/x,1.1260807514190674
e024982a-233f-45b4-a6ec-505f5b0c2649/0017/y,-1.539649248123169
e024982a-233f-45b4-a6ec-505f5b0c2649/0017/z,11.484175682067871
e024982a-233f-45b4-a6ec-505f5b0c2649/0003/x,1.0356966257095337
e024982a-233f-45b4-a6ec-505f5b0c2649/0003/y,-1.4167542457580566
e024982a-233f-45b4-a6ec-505f5b0c2649/0003/z,8.685759544372559
e024982a-233f-45b4-a6ec-505f5b0c2649/0079/x,0.3066911995410919
e024982a-233f-45b4-a6ec-505f5b0c2649/0079/y,-1.1862510442733765
e024982a-233f-45b4-a6ec-505f5b0c2649/0079/z,7.317751884460449
e024982a-233f-45b4-a6ec-505f5b0c2649/0022/x,1.0907469987869263
e024982a-233f-45b4-a6ec-505f5b0c2649/0022/y,-1.6288832426071167
e024982a-233f-45b4-a6ec-505f5b0c2649/0022/z,11.538633346557617
e024982a-233f-45b4-a6ec-505f5b0c2649/0058/x,0.6073619723320007
e024982a-233f-45b4-a6ec-505f5b0c2649/0058/y,-1.1656951904296875
e024982a-233f-45b4-a6ec-505f5b0c2649/0058/z,8.272018432617188
e024982a-233f-45b4-a6ec-505f5b0c2649/0085/x,0.20125214755535126
e024982a-233f-45b4-a6ec-505f5b0c2649/0085/y,-1.2196216583251953
e024982a-233f-45b4-a6ec-505f5b0c2649/0085/z,7.207943439483643
e024982a-233f-45b4-a6ec-505f5b0c2649/0036/x,1.000563144683838
e024982a-233f-45b4-a6ec-505f5b0c2649/0036/y,-1.450323462486267
e024982a-233f-45b4-a6ec-505f5b0c2649/0036/z,11.436820030212402
e024982a-233f-45b4-a6ec-505f5b0c2649/0060/x,0.5488563179969788
e024982a-233f-45b4-a6ec-505f5b0c2649/0060/y,-1.2230747938156128
e024982a-233f-45b4-a6ec-505f5b0c2649/0060/z,8.264461517333984
e024982a-233f-45b4-a6ec-505f5b0c2649/0074/x,0.4027264416217804
e024982a-233f-45b4-a6ec-505f5b0c2649/0074/y,-1.1680411100387573
e024982a-233f-45b4-a6ec-505f5b0c2649/0074/z,7.200484752655029
e024982a-233f-45b4-a6ec-505f5b0c2649/0055/x,0.5196943879127502
e024982a-233f-45b4-a6ec-505f5b0c2649/0055/y,-1.222485899925232
e024982a-233f-45b4-a6ec-505f5b0c2649/0055/z,8.262164115905762
e024982a-233f-45b4-a6ec-505f5b0c2649/0041/x,0.6724036931991577
e024982a-233f-45b4-a6ec-505f5b0c2649/0041/y,-1.1160293817520142
e024982a-233f-45b4-a6ec-505f5b0c2649/0041/z,6.857748508453369
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0006/x,0.372998982667923
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0006/y,-1.2728794813156128
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0006/z,8.213863372802734
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0012/x,-9.926508903503418
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0012/y,-1.5184741020202637
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0012/z,17.055356979370117
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0033/x,-3.938990592956543
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0033/y,-0.29676875472068787
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0033/z,5.8839850425720215
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0049/x,38.3374137878418
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0049/y,-9.25511360168457
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0049/z,67.4864730834961
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0027/x,-3.540224075317383
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0027/y,-0.9111620783805847
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0027/z,6.7716965675354
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0044/x,-4.59302282333374
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0044/y,-0.3478628098964691
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0044/z,6.913029670715332
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0050/x,41.464576721191406
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0050/y,-8.88811206817627
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0050/z,61.93920135498047
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0035/x,-13.93577766418457
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0035/y,-6.699962139129639
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0035/z,24.935380935668945
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0021/x,-8.732619285583496
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0021/y,-1.7516679763793945
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0021/z,12.946640014648438
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0000/x,0.28731000423431396
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0000/y,-1.2155532836914062
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0000/z,8.226749420166016
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0014/x,-10.790600776672363
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0014/y,-6.763293266296387
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0014/z,68.1288070678711
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0042/x,-4.286925792694092
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0042/y,-0.9178500771522522
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0042/z,7.608066082000732
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0038/x,-4.963817596435547
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0038/y,-2.0118212699890137
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0038/z,19.90865135192871
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0019/x,-13.80385684967041
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0019/y,-2.1475932598114014
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0019/z,19.139551162719727
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0013/x,-14.211485862731934
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0013/y,-1.5588335990905762
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0013/z,20.296085357666016
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0007/x,0.4014585316181183
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0007/y,-1.2722951173782349
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0007/z,8.20872974395752
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0026/x,-3.616539716720581
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0026/y,-1.0415529012680054
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0026/z,6.917712211608887
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0032/x,-3.4222559928894043
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0032/y,-0.46195188164711
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0032/z,5.650782108306885
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0048/x,30.67607879638672
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0048/y,-7.629173755645752
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0048/z,65.7853012084961
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0051/x,-15.707335472106934
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0051/y,-6.491084575653076
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0051/z,48.922367095947266
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0045/x,-1.9239721298217773
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0045/y,-5.506771564483643
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0045/z,78.72784423828125
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0020/x,-10.682355880737305
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0020/y,-2.2319273948669434
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0020/z,15.369596481323242
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0034/x,8.988539695739746
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0034/y,-2.366947650909424
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0034/z,32.632896423339844
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0015/x,-22.25301170349121
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0015/y,-4.391783237457275
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0015/z,26.708974838256836
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0001/x,0.1437332183122635
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0001/y,-1.2162015438079834
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0001/z,8.23488998413086
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0043/x,-4.30525541305542
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0043/y,-0.9658383727073669
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0043/z,7.456940650939941
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0039/x,-4.97329044342041
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0039/y,-1.8735778331756592
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0039/z,17.118127822875977
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0018/x,3.3703484535217285
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0018/y,-0.3861779272556305
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0018/z,27.449073791503906
0410e7f5-4bfd-4d35-b623-9f8d6b87c179/0031/x,-3.425321340560913
